Parameter_C	L1	L2	L3
-1.7593665	3.0355580746812533e-06	-0.002192116459092778	-0.6909580996589272
-1.7593656	3.137285366865124e-06	-0.002518384780543036	-0.6906319330647691
-1.7593647	3.2038551884900573e-06	-0.002331597211681927	-0.6908187872034518
-1.7593638	3.219670255519122e-06	-0.0022431168559280726	-0.6909072833742728
-1.7593629	3.1606918505636724e-06	-0.002288720143117822	-0.6908616211086781
-1.759362	2.990365688129969e-06	-0.0023521090458556225	-0.6907980618797779
-1.7593611	2.6564421454924556e-06	-0.0023351420070923785	-0.6908146949949985
-1.7593602	2.0903197693066066e-06	-0.0024548613766084905	-0.6906944095031061
-1.7593593	1.210427005003671e-06	-0.0023602917850009545	-0.6907880992019494
-1.7593584	-7.268502450576102e-08	-0.0024336901705322967	-0.6907134177043885
-1.7593575	-1.8685691390705726e-06	-0.002382371704841415	-0.6907629402859649
-1.7593566	-4.404323453132805e-06	-0.0025356230171700396	-0.6906071532193222
-1.7593557	-8.386295201972392e-06	-0.002442204377199733	-0.6906965898875437
-1.7593548	-1.6200367559623028e-05	-0.0023792650980329314	-0.6907517150943527
-1.7593539	-3.9743981443299815e-05	-0.002491077896420985	-0.690616358682081
-1.759353	-3.108730299819483e-05	-0.002422534486720524	-0.6906935587702265
-1.7593521	1.538354071631478e-06	-0.0022731763889409402	-0.690875542525076
-1.7593512	4.9761196482680474e-05	-0.0022421611416278543	-0.6909547806148001
-1.7593503	5.515077106791792e-05	-0.002258524132311783	-0.6909438071987014
-1.7593494	3.7250490498234325e-05	-0.002373955320482231	-0.6908104757299613
-1.7593485	2.8281056382700943e-05	-0.0023657684407818957	-0.6908096931755461
-1.7593476	2.3848608053302864e-05	-0.0024140446658111325	-0.6907569845021875
-1.7593467	2.1451568022853605e-05	-0.002455873297299507	-0.6907127588306687
-1.7593458	2.011188224668819e-05	-0.0023971853498846894	-0.6907701070923072
-1.7593449	1.926081068965591e-05	-0.002368477445562765	-0.6907979639250722
-1.759344	1.8620776719587642e-05	-0.0024149934513216205	-0.6907508078853433
-1.7593431	1.808471298666264e-05	-0.0025754100901499476	-0.690589855182782
-1.7593422	1.761675300780706e-05	-0.002601361517685582	-0.6905634357952676
-1.7593413	1.7205320841590548e-05	-0.0025841491475487115	-0.6905802367332382
-1.7593404	1.6845814643473277e-05	-0.00266205222276608	-0.6905019741518227
-1.7593395	1.6535109777222008e-05	-0.0027088897531352724	-0.6904548259165872
-1.7593386	1.627008817701733e-05	-0.002664314818287798	-0.6904991358298346
-1.7593377	1.604738214337584e-05	-0.002644663554817185	-0.6905185643872714
-1.7593368	1.5863426636786406e-05	-0.002672094671194236	-0.6904909493153879
-1.7593359	1.571456038821432e-05	-0.002772381168596269	-0.6903905139517372
-1.759335	1.55971148842043e-05	-0.0027090786305153484	-0.6904536990443142
-1.7593341	1.550748366422116e-05	-0.002621441819480556	-0.6905412462241289
-1.7593332	1.54421752844593e-05	-0.002633299457067224	-0.6905293232781625
-1.7593323	1.539785394879331e-05	-0.0027829931311224142	-0.6903795852827717
-1.7593314	1.537137083170029e-05	-0.002802216241401254	-0.6903603356893757
-1.7593305	1.535978814052649e-05	-0.0027706804003683055	-0.6903918599477176
-1.7593296	1.5360397134077616e-05	-0.002797261612872557	-0.6903652793442068
-1.7593287	1.5370730795948963e-05	-0.0027911588543098943	-0.6903713924364314
-1.7593278	1.538857181389675e-05	-0.002831612778352758	-0.6903309563534065
-1.7593269	1.5411956804205312e-05	-0.002771259108154823	-0.6903913334085947
-1.759326	1.5439177928679246e-05	-0.0028602323357206933	-0.6903023874021533
-1.7593251	1.5468782811193676e-05	-0.0028573106412064157	-0.6903053387015501
-1.7593242	1.5499572928999238e-05	-0.0028993335301672734	-0.690263346602707
