Parameter_C,L1,L2
-1.7592603,1.8243948442883914e-05,-0.0001691232779987184
-1.7592594,1.829202728665222e-05,-0.00015233625706770904
-1.7592585,1.829031342317697e-05,-0.0001390057999331628
-1.7592576,1.821528349695848e-05,-0.0001296653524417106
-1.7592567,1.8056493848805994e-05,-0.0001244569763914163
-1.7592558,1.782383911447113e-05,-0.00012305155664476286
-1.7592549,1.7540342994659464e-05,-0.00012480140352164924
-1.759254,1.722914229708215e-05,-0.00012898511067220117
-1.7592531,1.6906305899974114e-05,-0.00013497672386799352
-1.7592522,1.6580627930340134e-05,-0.00014230050307296248
-1.7592513,1.6256102063738705e-05,-0.00015061758025200194
-1.7592504,1.593419907674592e-05,-0.0001596920055675063
-1.7592495,1.5615259850869973e-05,-0.00016935908489212686
-1.7592486,1.529920172524676e-05,-0.00017950199756776146
-1.7592477,1.4985837636798181e-05,-0.0001900360224044277
-1.7592468,1.4675006326326438e-05,-0.00020089823725574356
-1.7592459,1.4366617786373293e-05,-0.00021204081790143867
-1.759245,1.4060663116547566e-05,-0.0002234266290237683
-1.7592441,1.3757210590843907e-05,-0.0002350262684591623
-1.7592432,1.3456397123317633e-05,-0.00024681604215205123
-1.7592423,1.31584187426889e-05,-0.00025877654566694154
-1.7592414,1.2863521312633561e-05,-0.00027089164950548655
-1.7592405,1.2571991781780922e-05,-0.00028314775952021883
-1.7592396,1.2284149913138811e-05,-0.0002955332692398411
-1.7592387,1.2000340368142806e-05,-0.00030803814925816795
-1.7592378,1.1720925046135225e-05,-0.0003206536367140164
-1.7592369,1.1446275635661168e-05,-0.00033337199930520315
-1.759236,1.1176766389836056e-05,-0.0003461863556524657
-1.7592351,1.0912767182792967e-05,-0.00035909053864604043
-1.7592342,1.0654636934587548e-05,-0.00037207899160472555
-1.7592333,1.040271750812693e-05,-0.00038514668925536627
-1.7592324,1.0157328185282354e-05,-0.0003982890770907525
-1.7592315,9.918760822408262e-06,-0.000411502023840403
-1.7592306,9.687275770210121e-06,-0.00042478178275382806
-1.7592297,9.463098621453764e-06,-0.00043812495824732613
-1.7592288,9.246417824501219e-06,-0.0004515284752550388
-1.7592279,9.03738317309892e-06,-0.0004649895493724966
-1.759227,8.836105155091543e-06,-0.00047850565658431665
-1.7592261,8.642655116440194e-06,-0.0004920745020122794
-1.7592252,8.457066173476967e-06,-0.0005056939876851417
-1.7592243,8.279334786809105e-06,-0.0005193621797963479
-1.7592234,8.109422895440649e-06,-0.0005330772762630898
-1.7592225,7.947260499912967e-06,-0.000546837575618957
-1.7592216,7.792748578666106e-06,-0.0005606414483593753
-1.7592207,7.645762222198565e-06,-0.0005744873118188074
-1.7592198,7.506153874532202e-06,-0.0005883736095037715
-1.7592189,7.373756580371928e-06,-0.0006022987955556815
-1.759218,7.248387148458878e-06,-0.000616261324697919
-1.7592171,7.129849156137704e-06,-0.0006302596476626424
-1.7592162,7.017935736233354e-06,-0.0006442922117276529
-1.7592153,6.912432104087522e-06,-0.000658357465655853
-1.7592144,6.813117799188504e-06,-0.0006724538680511127
